epoch:	train_RMSD:	train_MAE:
1060	0.5602	0.3869
1061	0.5486	0.3782
1062	0.5403	0.371
1063	0.556	0.389
1064	0.5335	0.3648
1065	0.5305	0.364
1066	0.5285	0.3592
1067	0.535	0.3681
1068	0.529	0.3619
1069	0.5468	0.3815
1070	0.5359	0.3699
1071	0.5329	0.3661
1072	0.5255	0.359
1073	0.5442	0.38
1074	0.5592	0.3959
1075	0.5569	0.3935
1076	0.5441	0.3793
1077	0.5303	0.3643
1078	0.5332	0.3681
1079	0.5227	0.3577
1080	0.5227	0.3583
1081	0.5271	0.3631
1082	0.5333	0.368
1083	0.5414	0.3766
1084	0.5352	0.373
1085	0.5404	0.3777
1086	0.5246	0.3598
1087	0.5247	0.3606
1088	0.5296	0.3647
1089	0.5271	0.3639
1090	0.5229	0.3589
1091	0.5387	0.3782
1092	0.5274	0.3637
1093	0.522	0.3574
1094	0.5494	0.393
1095	0.5435	0.3839
1096	0.5172	0.3535
1097	0.5178	0.3539
1098	0.5182	0.3555
1099	0.5176	0.352
1100	0.5231	0.3584
1101	0.5212	0.3576
1102	0.5336	0.3692
1103	0.5251	0.3615
1104	0.5212	0.357
1105	0.5292	0.3663
1106	0.5617	0.4018
1107	0.5513	0.3911
1108	0.5349	0.3713
1109	0.5259	0.3676
1110	0.5244	0.361
1111	0.5241	0.3608
1112	0.517	0.3551
1113	0.5469	0.3885
1114	0.5312	0.3717
1115	0.5148	0.3523
1116	0.5207	0.3582
1117	0.5352	0.3759
1118	0.5314	0.3698
1119	0.5274	0.3672
1120	0.5167	0.3523
1121	0.5218	0.3608
1122	0.5383	0.3781
1123	0.5306	0.3695
1124	0.5142	0.352
1125	0.5219	0.3615
1126	0.5152	0.3552
1127	0.5578	0.4033
1128	0.5548	0.3959
1129	0.5329	0.3737
1130	0.5167	0.3575
1131	0.5135	0.3514
1132	0.5162	0.3569
1133	0.5256	0.3698
1134	0.5189	0.357
1135	0.5278	0.3691
1136	0.5528	0.3973
1137	0.5523	0.3986
1138	0.5538	0.3993
1139	0.5202	0.3591
1140	0.5126	0.3528
1141	0.516	0.359
